Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d005502	0.195307024	0.973980531	1.79E-05	0.002814937	105	Positive
Zm00001d012915	0.197457742	0.030007688	1.69E-05	0.002845904	NA	additive
Zm00001d002944	0.197597653	0.425526172	1.70E-05	0.002847919	NA	additive
Zm00001d020224	0.200442793	0.031396829	1.70E-05	0.002888884	NA	additive
Zm00001d021737	0.201267526	0.250306398	1.70E-05	0.002900758	NA	additive
Zm00001d017829	0.202203114	0.894415705	1.68E-05	0.002914229	NA	additive
Zm00001d034719	0.202475895	0.233024951	1.68E-05	0.002918156	NA	additive
Zm00001d024036	0.202540223	0.681113768	1.68E-05	0.002919083	NA	additive
Zm00001d014175	0.202693241	0.519347709	1.70E-05	0.002921286	NA	additive
Zm00001d029343	0.204100292	0.664184369	1.68E-05	0.002941544	NA	additive
Zm00001d005831	0.204753604	0.093790435	1.72E-05	0.00295095	NA	additive
Zm00001d045555	0.205683716	0.252287345	1.69E-05	0.002964341	NA	additive
Zm00001d029325	0.209375915	0.000346007	1.75E-05	0.003017498	NA	additive
Zm00001d050985	0.209761754	0.105476373	1.68E-05	0.003023053	35	Positive
Zm00001d017654	0.210428673	0.796158053	1.72E-05	0.003032654	NA	additive
Zm00001d017570	0.212920192	0.090214847	1.75E-05	0.003067204	NA	additive
Zm00001d023820	0.213140865	0.577874199	1.69E-05	0.0030717	NA	additive
Zm00001d048080	0.214274034	0.751246332	1.77E-05	0.003088014	NA	additive
Zm00001d043400	0.214385807	0.039669967	2.12E-05	0.003089505	NA	additive
Zm00001d044226	0.215209646	0.68591468	1.71E-05	0.003101483	NA	additive
Zm00001d047955	0.215855418	0.906515618	1.72E-05	0.003110779	48	Positive
Zm00001d019234	0.215868841	0.053382257	1.71E-05	0.003110972	NA	additive
Zm00001d036977	0.215998856	0.058104661	1.79E-05	0.003112844	57	Positive
Zm00001d013141	0.216795462	0.844954634	1.68E-05	0.003124312	116	Positive
Zm00001d048258	0.217004596	0.809776209	1.72E-05	0.003127323	130	Positive
Zm00001d033318	0.218780844	0.069953255	1.81E-05	0.003152893	NA	additive
Zm00001d034650	0.219426654	0.710776988	1.73E-05	0.003162189	NA	additive
Zm00001d013242	0.219668284	0.735646552	1.78E-05	0.003165668	NA	additive
Zm00001d050726	0.220426765	0.277492577	1.69E-05	0.003176586	NA	additive
Zm00001d042754	0.222059556	2.23E-06	2.08E-05	0.00320009	NA	additive
Zm00001d044511	0.222651363	0.098714292	1.68E-05	0.003208609	NA	additive
Zm00001d005997	0.223234057	0.381539904	1.71E-05	0.003216997	NA	additive
Zm00001d011160	0.223962895	0.350204993	1.69E-05	0.003227489	NA	additive
Zm00001d004702	0.226354713	0.133113969	1.71E-05	0.003261918	NA	additive
Zm00001d014243	0.228681846	0.500532129	1.71E-05	0.003295415	NA	additive
Zm00001d025538	0.229912674	0.615646411	1.73E-05	0.003313132	NA	additive
Zm00001d007277	0.233200888	0.355958794	1.71E-05	0.00336041	42	Positive
Zm00001d045574	0.235102888	0.060601275	1.76E-05	0.003387837	72	Positive
Zm00001d048505	0.237452345	0.079842792	1.70E-05	0.003421652	NA	additive
Zm00001d046613	0.238497041	0.944958941	1.78E-05	0.003436687	NA	additive
Zm00001d021721	0.239367147	0.18096835	1.69E-05	0.003449211	NA	additive
Zm00001d051021	0.240107005	0.551032954	1.70E-05	0.00345986	NA	additive
Zm00001d038388	0.241084723	0.002271273	2.31E-05	0.003473931	NA	additive
Zm00001d002323	0.24367459	0.412585102	1.71E-05	0.003511205	NA	additive
Zm00001d000030	0.244977494	0.086136966	1.69E-05	0.003529956	NA	additive
Zm00001d053636	0.24562843	0.035917535	1.73E-05	0.003539324	32	Positive
Zm00001d042191	0.245819946	0.360561937	1.71E-05	0.00354208	NA	additive
Zm00001d049642	0.24618996	0.103868827	1.70E-05	0.003547405	NA	additive
Zm00001d029209	0.246425857	0.062713258	1.72E-05	0.0035508	NA	additive
Zm00001d025689	0.248158256	0.029320032	1.70E-05	0.003575732	NA	additive
Zm00001d031816	0.250345754	0.197877877	1.95E-05	0.003607212	NA	additive
Zm00001d002415	0.254611382	0.132248519	1.70E-05	0.003668597	NA	additive
Zm00001d032798	0.254916295	0.009680788	1.73E-05	0.003672984	NA	additive
Zm00001d005178	0.255676194	0.258611927	1.72E-05	0.00368392	NA	additive
Zm00001d022160	0.256162137	0.327362406	1.68E-05	0.003690913	NA	additive
Zm00001d009374	0.256436922	0.09358979	2.35E-05	0.003694809	NA	additive
Zm00001d003770	0.257414598	0.00161494	1.70E-05	0.003708936	NA	additive
Zm00001d034962	0.257774697	0.299535523	1.71E-05	0.003714118	NA	additive
Zm00001d000316	0.25824683	0.037557735	1.69E-05	0.003720912	258	Positive
Zm00001d045108	0.261871551	0.586204116	1.68E-05	0.00377307	NA	additive
Zm00001d032849	0.262450189	0.007290355	1.73E-05	0.003781396	NA	additive
Zm00001d014826	0.263057135	0.262757467	1.78E-05	0.003790094	NA	additive
Zm00001d017558	0.263095681	0.95879952	1.71E-05	0.003790684	NA	additive
Zm00001d034636	0.263509703	0.96237261	1.69E-05	0.003796641	NA	additive
Zm00001d039703	0.264021855	0.251494581	1.68E-05	0.003804011	NA	additive
Zm00001d015566	0.264308485	0.206238093	1.71E-05	0.003808135	NA	additive
Zm00001d008237	0.265633483	0.515845713	1.70E-05	0.0038272	NA	additive
Zm00001d002296	0.266298162	0.680026706	1.71E-05	0.003836764	NA	additive
Zm00001d052399	0.267220092	0.273527227	1.73E-05	0.003850029	46	Positive
Zm00001d012404	0.267898162	0.5842904	1.72E-05	0.003859786	NA	additive
Zm00001d051380	0.268303732	0.120131307	1.69E-05	0.003865621	NA	additive
Zm00001d022016	0.268639153	0.005296305	1.68E-05	0.003870447	NA	additive
Zm00001d042078	0.26942871	0.340789174	1.69E-05	0.003881808	NA	additive
Zm00001d052948	0.272708053	0.092855444	1.72E-05	0.003928991	NA	additive
Zm00001d014391	0.27342266	0.489970361	1.70E-05	0.003939272	47	Positive
Zm00001d044506	0.273952435	0.003178261	1.76E-05	0.003946894	NA	additive
Zm00001d038724	0.277217027	0.143287546	1.70E-05	0.003993863	NA	additive
Zm00001d010804	0.277698927	0.063956631	1.70E-05	0.004000796	NA	additive
Zm00001d006551	0.277793076	0.22440731	1.72E-05	0.004002151	43	Positive
Zm00001d006459	0.279605334	0.353260217	1.74E-05	0.004028223	NA	additive
Zm00001d042210	0.280443529	0.096123899	1.69E-05	0.004040282	NA	additive
Zm00001d041612	0.281349132	0.011966479	1.69E-05	0.004053311	NA	additive
Zm00001d015798	0.281915306	0.001990965	1.71E-05	0.004061456	NA	additive
Zm00001d027711	0.282442294	0.196893781	1.71E-05	0.004069037	NA	additive
Zm00001d009417	0.282783822	0.050933409	1.76E-05	0.004073951	61	Positive
Zm00001d033496	0.283102424	0.37587048	1.69E-05	0.004078534	96	Positive
Zm00001d041456	0.283145283	0.973483935	1.69E-05	0.004079151	NA	additive
Zm00001d005785	0.284815808	0.103779407	1.72E-05	0.004103183	NA	additive
Zm00001d010868	0.288211126	0.006646177	1.75E-05	0.004152027	NA	additive
Zm00001d051044	0.288437222	0.019819016	1.71E-05	0.00415528	114	Positive
Zm00001d026575	0.290504241	0.803617774	1.71E-05	0.004185014	NA	additive
Zm00001d027257	0.290689744	0.006072203	1.72E-05	0.004187683	NA	additive
Zm00001d010537	0.291368979	0.119175856	1.71E-05	0.004197454	NA	additive
Zm00001d045538	0.292461263	0.015167659	1.75E-05	0.004213166	NA	additive
Zm00001d025291	0.292729219	0.654938701	1.77E-05	0.004217021	NA	additive
Zm00001d003129	0.292852318	0.510071782	1.70E-05	0.004218791	NA	additive
Zm00001d028569	0.29415317	0.056103123	1.76E-05	0.004237469	NA	additive
Zm00001d047175	0.294953227	0.004048609	1.70E-05	0.004249012	NA	additive
Zm00001d005106	0.29514726	0.393757528	1.68E-05	0.004251803	NA	additive
Zm00001d044202	0.295794967	0.009088673	1.79E-05	0.004259099	NA	additive
Zm00001d013135	0.296393744	0.281723469	1.72E-05	0.004269711	41	Positive
Zm00001d036972	0.298630642	0.826389804	1.70E-05	0.004301909	NA	additive
Zm00001d046630	0.299557296	0.49253948	1.71E-05	0.004315238	112	Positive
Zm00001d034512	0.300380989	0.077640769	1.71E-05	0.004327086	NA	additive
Zm00001d032297	0.30107027	0.158612438	1.90E-05	0.004337	NA	additive
Zm00001d048373	0.304375758	0.10416392	1.73E-05	0.004384545	128	Positive
Zm00001d014150	0.305384884	0.152862711	1.72E-05	0.004399059	35	Positive
Zm00001d000133	0.308439461	0.501150692	1.70E-05	0.004442992	61	Positive
Zm00001d048532	0.309256713	0.147934957	1.71E-05	0.004454305	NA	additive
Zm00001d044726	0.311163946	0.113468632	1.71E-05	0.004482177	NA	additive
Zm00001d004123	0.312065602	0.0456138	1.73E-05	0.004495145	NA	additive
Zm00001d014685	0.31685377	0.03536773	1.74E-05	0.004564007	NA	additive
Zm00001d053816	0.316860152	0.149671985	1.75E-05	0.004564099	NA	additive
Zm00001d029849	0.317939099	0.058715458	1.76E-05	0.004579615	35	Positive
Zm00001d037648	0.318330804	0.088129583	1.75E-05	0.004585248	NA	additive
Zm00001d002284	0.31867004	0.056590843	1.72E-05	0.004590127	49	Positive
Zm00001d011885	0.319289323	0.939143264	1.69E-05	0.004599033	NA	additive
Zm00001d000223	0.319910169	0.783147338	1.68E-05	0.004607961	NA	additive
Zm00001d014058	0.320445212	0.204176252	1.70E-05	0.004615656	NA	additive
Zm00001d008238	0.32072584	0.075500448	1.74E-05	0.004619691	NA	additive
Zm00001d015400	0.321004009	0.026442898	1.73E-05	0.004623493	NA	additive
Zm00001d039046	0.321170727	0.077059701	1.75E-05	0.004626089	NA	additive
Zm00001d006856	0.321940366	0.782454934	1.87E-05	0.004637157	39	Positive
Zm00001d009508	0.32566443	0.497730153	1.72E-05	0.004690711	NA	additive
Zm00001d031490	0.326200974	0.163666341	1.69E-05	0.004698426	NA	additive
Zm00001d005107	0.32656279	0.135394275	1.69E-05	0.004703629	NA	additive
Zm00001d037803	0.327438637	0.708023692	1.72E-05	0.004716224	NA	additive
Zm00001d022341	0.328516032	0.401531713	1.69E-05	0.004731717	NA	additive
Zm00001d020615	0.329754549	0.546894563	1.69E-05	0.004749526	NA	additive
Zm00001d053738	0.329786547	0.203878282	1.71E-05	0.004749986	NA	additive
Zm00001d019423	0.330794756	0.025513903	1.74E-05	0.00476447	NA	additive
Zm00001d050910	0.333063297	0.094883603	1.69E-05	0.004797103	NA	additive
Zm00001d013471	0.337224047	0.088332008	1.91E-05	0.00485693	NA	additive
Zm00001d053873	0.33823844	0.209119857	1.74E-05	0.004871515	NA	additive
Zm00001d044382	0.342572376	0.110113532	1.71E-05	0.004933829	NA	additive
Zm00001d042712	0.344068878	0.091752617	1.74E-05	0.004955345	NA	additive
Zm00001d022600	0.344981463	0.881952584	1.70E-05	0.004968465	NA	additive
Zm00001d034624	0.345534948	0.691567222	1.74E-05	0.004976423	191	Positive
Zm00001d009771	0.346929766	0.209049001	1.69E-05	0.004996476	NA	additive
Zm00001d043459	0.346996102	0.024533351	1.69E-05	0.00499743	NA	additive
Zm00001d049974	0.347147229	0.032393478	1.78E-05	0.004999603	32	Positive
Zm00001d006879	0.347948553	0.052162405	1.83E-05	0.005011123	NA	additive
Zm00001d037438	0.34912076	0.000718507	1.71E-05	0.005027976	NA	additive
Zm00001d030960	0.351133343	0.156755648	1.70E-05	0.00505691	NA	additive
Zm00001d038803	0.356176955	0.074352607	1.72E-05	0.005129418	NA	additive
Zm00001d030220	0.357752254	0.10529506	1.71E-05	0.005152064	NA	additive
Zm00001d011130	0.361675292	0.019810822	1.69E-05	0.005208458	33	Positive
Zm00001d021208	0.364449465	0.015300966	2.49E-05	0.005248336	NA	additive
Zm00001d029603	0.364665741	0.357894435	1.71E-05	0.005251445	NA	additive
Zm00001d051965	0.367364447	0.020937799	2.20E-05	0.005289438	NA	additive
Zm00001d049550	0.371829052	0.218980317	1.75E-05	0.005354411	NA	additive
Zm00001d011730	0.372164169	0.237429676	1.68E-05	0.005359228	NA	additive
Zm00001d027872	0.374456388	0.000429083	1.71E-05	0.005392174	NA	additive
Zm00001d017308	0.375160122	0.963166751	1.72E-05	0.005402289	83	Positive
Zm00001d034183	0.375865064	0.866560483	1.68E-05	0.005412421	NA	additive
Zm00001d028756	0.375929277	0.016355186	2.46E-05	0.005413344	NA	additive
Zm00001d045436	0.376198423	0.019383767	1.72E-05	0.005417213	NA	additive
Zm00001d023877	0.377403744	0.21455803	1.70E-05	0.005434536	NA	additive
Zm00001d006389	0.379527173	0.94303138	1.71E-05	0.005465056	NA	additive
Zm00001d001941	0.38362504	0.181184119	1.70E-05	0.005523951	NA	additive
Zm00001d018131	0.384347447	0.177514462	1.69E-05	0.005534333	NA	additive
Zm00001d028775	0.384650479	0.05325804	1.72E-05	0.005538688	NA	additive
Zm00001d047918	0.385100824	0.815168156	1.71E-05	0.00554516	NA	additive
Zm00001d027842	0.386410425	0.009381408	1.71E-05	0.005563981	NA	additive
Zm00001d042044	0.387097338	0.0657893	1.75E-05	0.005573853	NA	additive
Zm00001d049630	0.388677808	0.329694853	1.87E-05	0.005596411	NA	additive
Zm00001d018973	0.38924688	0.925631168	1.73E-05	0.005604744	NA	additive
Zm00001d020603	0.390469943	0.032283768	1.69E-05	0.005622321	NA	additive
Zm00001d045094	0.394447443	0.455191705	1.72E-05	0.00567948	NA	additive
Zm00001d043135	0.395434754	0.197640784	1.72E-05	0.005693668	NA	additive
Zm00001d052240	0.395606553	0.270965819	1.74E-05	0.005696136	NA	additive
Zm00001d029832	0.396330272	0.52331595	1.71E-05	0.005706536	NA	additive
Zm00001d007267	0.398480209	0.016937986	1.72E-05	0.005737431	283	Positive
Zm00001d029420	0.400658951	0.303869929	1.71E-05	0.005768738	58	Positive
Zm00001d017177	0.403545763	0.2310214	1.72E-05	0.005810219	NA	additive
Zm00001d011145	0.404375398	0.066650372	1.68E-05	0.00582214	NA	additive
Zm00001d031809	0.404379212	0.002115109	1.70E-05	0.005822195	NA	additive
Zm00001d000407	0.404603904	0.229833222	1.71E-05	0.005825423	NA	additive
Zm00001d039747	0.406002686	0.076453653	1.70E-05	0.005845522	NA	additive
Zm00001d039162	0.407327702	0.372924216	1.68E-05	0.005864561	NA	additive
Zm00001d021180	0.407749854	0.205690138	1.71E-05	0.005870626	NA	additive
Zm00001d012651	0.408762773	0.05902436	1.75E-05	0.00588518	NA	additive
Zm00001d009983	0.408860772	0.030680429	1.75E-05	0.005886588	66	Positive
Zm00001d050897	0.409367977	0.692171575	1.70E-05	0.005893876	NA	additive
Zm00001d006250	0.411108432	0.108950953	1.69E-05	0.005918883	NA	additive
Zm00001d051362	0.414718707	0.012698145	1.71E-05	0.005970754	227	Positive
Zm00001d034486	0.419382404	0.007634197	1.73E-05	0.006037757	NA	additive
Zm00001d039145	0.422866274	0.202563669	1.68E-05	0.006087808	NA	additive
Zm00001d019114	0.423873028	0.101009036	1.72E-05	0.006102271	NA	additive
Zm00001d027875	0.423942188	0.01044297	1.68E-05	0.006103265	NA	additive
Zm00001d040496	0.424126254	0.597467022	2.34E-05	0.006102787	NA	additive
Zm00001d017092	0.425609718	0.007763667	1.75E-05	0.006127221	231	Positive
Zm00001d017915	0.425913084	0.664392956	1.71E-05	0.006131579	NA	additive
Zm00001d012017	0.426476688	0.217558798	1.72E-05	0.006139675	NA	additive
Zm00001d017957	0.426865366	0.056040707	1.69E-05	0.006145259	NA	additive
Zm00001d013712	0.427616371	0.013262129	1.71E-05	0.006156047	NA	additive
Zm00001d005664	0.430970758	0.333327878	1.72E-05	0.006204234	NA	additive
Zm00001d028642	0.431855658	0.069678966	1.89E-05	0.00621694	NA	additive
Zm00001d005348	0.432906559	0.037748333	1.77E-05	0.006232042	35	Positive
Zm00001d037422	0.433802792	0.013386515	1.73E-05	0.006244916	NA	additive
Zm00001d003613	0.434337596	0.160993621	1.72E-05	0.006252598	NA	additive
Zm00001d013983	0.436400961	0.055916154	1.69E-05	0.006282237	NA	additive
Zm00001d042102	0.437600348	0.186589312	2.08E-05	0.006299381	NA	additive
Zm00001d013641	0.437713766	0.140980871	1.78E-05	0.006301009	NA	additive
Zm00001d048385	0.44015219	0.642801306	1.70E-05	0.00633612	NA	additive
Zm00001d044271	0.440411671	0.708856087	1.74E-05	0.006339847	58	Positive
Zm00001d017645	0.443941062	0.29146345	1.74E-05	0.006390519	NA	additive
Zm00001d012728	0.444183909	0.101590396	1.69E-05	0.006394029	32	Positive
Zm00001d038815	0.444320204	0.283910387	1.71E-05	0.006395086	NA	additive
Zm00001d045607	0.448183485	8.35E-05	1.70E-05	0.006451474	NA	additive
Zm00001d018831	0.448210046	0.958125529	1.74E-05	0.006451856	NA	additive
Zm00001d038207	0.449990053	0.009727946	1.70E-05	0.006477421	NA	additive
Zm00001d039038	0.45240276	0.390800309	1.74E-05	0.006512073	NA	additive
Zm00001d022514	0.453138444	0.259261867	2.00E-05	0.006522639	NA	additive
Zm00001d047296	0.454062155	0.002679942	1.76E-05	0.006535905	69	Positive
Zm00001d025651	0.454881791	0.832623459	1.69E-05	0.006547676	NA	additive
Zm00001d026319	0.455447062	0.68248248	1.69E-05	0.006555794	NA	additive
Zm00001d043745	0.456345384	0.643954236	1.79E-05	0.006568679	NA	additive
Zm00001d019865	0.457465325	0.439182503	1.72E-05	0.006584779	NA	additive
Zm00001d042449	0.460827466	0.00426641	1.72E-05	0.006633063	NA	additive
Zm00001d022631	0.461786512	0.72355495	1.69E-05	0.006646836	NA	additive
Zm00001d039580	0.463954965	0.049986479	1.70E-05	0.006677976	NA	additive
Zm00001d010294	0.464460139	0.32328708	1.72E-05	0.00668523	NA	additive
Zm00001d006409	0.465912071	0.019682293	1.71E-05	0.00670608	NA	additive
Zm00001d044498	0.467283533	0.060151166	1.75E-05	0.006725774	NA	additive
Zm00001d022057	0.4678317	0.070005963	2.11E-05	0.006733646	42	Positive
Zm00001d006502	0.468478809	0.001453284	1.70E-05	0.006742938	NA	additive
Zm00001d047937	0.469496408	0.017028476	1.70E-05	0.006757551	NA	additive
Zm00001d020502	0.469704835	0.548255836	1.90E-05	0.006760543	NA	additive
Zm00001d051439	0.470291459	0.207976075	1.71E-05	0.006768967	NA	additive
Zm00001d044181	0.470483727	0.164786507	1.89E-05	0.006771645	NA	additive
Zm00001d050488	0.473086846	0.240997496	1.80E-05	0.006809102	NA	additive
Zm00001d049450	0.473274318	0.287428004	1.80E-05	0.006811799	NA	additive
Zm00001d037925	0.474804757	0.397766496	1.70E-05	0.006833774	NA	additive
Zm00001d002462	0.478451586	0.442861499	1.88E-05	0.006886137	73	Positive
Zm00001d002503	0.478752675	0.557376312	1.72E-05	0.00689046	225	Positive
Zm00001d026556	0.480997741	0.055877368	1.69E-05	0.006922695	NA	additive
Zm00001d010082	0.482072155	0.020073757	1.70E-05	0.006938121	48	Positive
Zm00001d015328	0.483278499	0.000671062	1.72E-05	0.006955441	34	Positive
Zm00001d039253	0.483792765	0.066394982	1.71E-05	0.006962825	NA	additive
Zm00001d007288	0.490072108	0.017946103	1.70E-05	0.007052978	NA	additive
Zm00001d042080	0.493625366	0.122140345	1.77E-05	0.00710399	NA	additive
Zm00001d048059	0.494165359	0.239992842	1.75E-05	0.007111742	NA	additive
Zm00001d034440	0.494719175	0.732839601	1.73E-05	0.007119692	NA	additive
Zm00001d036608	0.496751322	0.205065566	1.73E-05	0.007148865	38	Positive
Zm00001d036084	0.497628417	0.004401616	1.67E-05	0.007161457	NA	additive
Zm00001d025542	0.498217609	0.018996414	1.68E-05	0.007169915	NA	additive
Zm00001d052054	0.498615045	0.255446815	1.82E-05	0.007175588	NA	additive
Zm00001d009987	0.498767621	0.740811156	1.72E-05	0.00717781	35	Positive
Zm00001d037051	0.498899776	0.216147694	1.70E-05	0.007179707	NA	additive
Zm00001d010927	0.500442013	0.394090628	1.71E-05	0.007201847	NA	additive
Zm00001d026345	0.500544695	0.04086993	1.70E-05	0.007203321	NA	additive
Zm00001d035948	0.502649859	0.133001433	1.68E-05	0.00723354	44	Positive
Zm00001d036535	0.503452122	0.02303912	1.74E-05	0.007245056	212	Positive
Zm00001d031349	0.503474783	0.138233344	1.79E-05	0.007245382	127	Positive
Zm00001d051916	0.50353409	0.017078851	1.71E-05	0.007246233	NA	additive
Zm00001d014692	0.505998797	0.007958871	1.71E-05	0.007281613	NA	additive
Zm00001d022604	0.507134146	0.093991883	1.69E-05	0.00729791	NA	additive
Zm00001d048510	0.507858672	0.373665671	1.75E-05	0.00730831	73	Positive
Zm00001d032543	0.509484261	0.642084277	1.78E-05	0.007331643	NA	additive
Zm00001d004143	0.510508942	0.006400302	1.71E-05	0.007346351	NA	additive
Zm00001d019254	0.510580404	0.092604648	1.69E-05	0.007347377	NA	additive
Zm00001d010632	0.511795247	0.337849389	1.69E-05	0.007364814	NA	additive
Zm00001d054105	0.512715512	0.55486077	1.69E-05	0.007378023	NA	additive
Zm00001d021362	0.514173895	0.045418936	1.69E-05	0.007398956	NA	additive
Zm00001d026651	0.514279883	0.033631683	1.71E-05	0.007400477	NA	additive
Zm00001d029674	0.515222074	0.012376541	1.72E-05	0.007414	NA	additive
Zm00001d024937	0.515708762	0.190435518	1.71E-05	0.007420986	NA	additive
Zm00001d049183	0.51773403	0.04664346	1.71E-05	0.007450054	NA	additive
Zm00001d031318	0.518755951	0.026003494	1.75E-05	0.007464721	NA	additive
Zm00001d024499	0.519345326	0.033851918	1.74E-05	0.00747318	55	Positive
Zm00001d031088	0.519950465	0.186617265	1.71E-05	0.007481865	NA	additive
Zm00001d013697	0.520583829	0.552626116	1.72E-05	0.007490925	NA	additive
Zm00001d031824	0.522968867	0.007862582	1.72E-05	0.007525186	NA	additive
Zm00001d043399	0.523039602	0.001320427	1.70E-05	0.007526201	NA	additive
Zm00001d044917	0.525016049	0.548468216	1.68E-05	0.007554566	NA	additive
Zm00001d018859	0.525296375	0.33768308	1.78E-05	0.00755859	61	Positive
Zm00001d052556	0.525512576	0.466943664	1.75E-05	0.007561655	63	Positive
Zm00001d053396	0.527870317	0.172077435	1.74E-05	0.007595529	NA	additive
Zm00001d038589	0.530884534	0.148690549	1.72E-05	0.007638786	NA	additive
Zm00001d006401	0.531285798	0.179311935	1.72E-05	0.007644545	NA	additive
Zm00001d018287	0.534232967	0.000863658	1.84E-05	0.007686683	NA	additive
Zm00001d040315	0.535361386	0.051846043	1.92E-05	0.007703018	NA	additive
Zm00001d043454	0.536327838	0.137200695	1.69E-05	0.0077169	NA	additive
Zm00001d043807	0.538463119	0.002913494	1.71E-05	0.007747541	NA	additive
Zm00001d003922	0.539669726	0.094574311	1.69E-05	0.007764855	NA	additive
Zm00001d024241	0.5429701	0.101302798	1.76E-05	0.007812213	NA	additive
Zm00001d053782	0.544233189	0.627795882	1.73E-05	0.007830337	NA	additive
Zm00001d008312	0.546782499	0.021325477	1.71E-05	0.007866916	NA	additive
Zm00001d040123	0.547502603	0.086305301	1.78E-05	0.007877248	125	Positive
Zm00001d041343	0.547879741	0.309632548	1.69E-05	0.00788266	41	Positive
Zm00001d003935	0.548997155	0.012902665	1.70E-05	0.007898693	NA	additive
Zm00001d051901	0.549819343	0.299086321	1.73E-05	0.00791049	NA	additive
Zm00001d000436	0.55028536	0.360106239	1.69E-05	0.007917176	NA	additive
Zm00001d049313	0.550703059	0.219261222	2.20E-05	0.007923169	NA	additive
Zm00001d032232	0.551536035	0.110517616	1.72E-05	0.007935121	NA	additive
Zm00001d019241	0.55275071	0.023813141	1.70E-05	0.007952548	NA	additive
Zm00001d013412	0.552783971	0.004720459	1.72E-05	0.007952542	98	Positive
Zm00001d038514	0.55438167	0.001474476	1.74E-05	0.007975928	NA	additive
Zm00001d006860	0.554928517	0.390084504	1.72E-05	0.007983794	NA	additive
Zm00001d024573	0.555168033	0.022012507	1.70E-05	0.007987231	NA	additive
Zm00001d013971	0.55534041	0.039907313	1.69E-05	0.007989704	NA	additive
Zm00001d020519	0.556579762	0.064235962	1.71E-05	0.008007485	NA	additive
Zm00001d012329	0.557206072	0.69612534	1.69E-05	0.008016471	32	Positive
Zm00001d033155	0.557307893	0.097509139	1.78E-05	0.008017932	36	Positive
Zm00001d003382	0.561042049	0.075287673	1.72E-05	0.008071505	NA	additive
Zm00001d042058	0.564329809	0.476028577	1.72E-05	0.008118672	NA	additive
Zm00001d039576	0.566005703	0.074625122	1.70E-05	0.008142714	NA	additive
Zm00001d024540	0.56686637	0.104296894	1.71E-05	0.008155061	NA	additive
Zm00001d053718	0.569615362	0.019426708	1.74E-05	0.008194496	NA	additive
Zm00001d008497	0.572571255	0.03087633	1.74E-05	0.008236898	NA	additive
Zm00001d021313	0.5727365	0.001692455	1.71E-05	0.008239269	NA	additive
Zm00001d021707	0.572774265	0.053968943	1.71E-05	0.008239811	NA	additive
Zm00001d034651	0.57862267	0.032791844	2.11E-05	0.008323702	NA	additive
Zm00001d026381	0.579861147	0.028298667	1.69E-05	0.008341467	NA	additive
Zm00001d015495	0.580963432	0.051673998	1.70E-05	0.008357278	NA	additive
Zm00001d006614	0.581469188	0.080968487	1.69E-05	0.008364532	NA	additive
Zm00001d036224	0.583245557	0.178396055	1.76E-05	0.008390011	NA	additive
Zm00001d044422	0.583395818	0.088110576	1.69E-05	0.008392166	NA	additive
Zm00001d015195	0.584880417	0.377361456	1.70E-05	0.00841346	NA	additive
Zm00001d043785	0.585979071	0.196869212	1.73E-05	0.008429218	NA	additive
Zm00001d028549	0.586805914	0.060611211	1.72E-05	0.008441078	NA	additive
Zm00001d027756	0.588381434	0.088902082	1.69E-05	0.008463675	49	Positive
Zm00001d018219	0.590385469	0.040940391	1.72E-05	0.008492417	NA	additive
Zm00001d044632	0.590760895	0.095279379	1.74E-05	0.008497802	NA	additive
Zm00001d043735	0.590885813	0.134716017	1.73E-05	0.008499594	72	Positive
Zm00001d024171	0.590943827	0.008247552	1.69E-05	0.008500426	NA	additive
Zm00001d050146	0.592214364	0.025124592	1.68E-05	0.008518648	NA	additive
Zm00001d019372	0.592410426	0.049663564	1.72E-05	0.008521458	NA	additive
Zm00001d005653	0.592916205	0.760043039	1.94E-05	0.008528714	NA	additive
Zm00001d018004	0.59323106	0.039285164	1.72E-05	0.008533229	NA	additive
Zm00001d001868	0.593288921	0.008163814	1.68E-05	0.008534059	NA	additive
Zm00001d035052	0.594171034	0.023735644	1.70E-05	0.00854671	NA	additive
Zm00001d015557	0.594479448	0.020948883	1.72E-05	0.008550977	NA	additive
Zm00001d012886	0.596640454	0.25136847	1.74E-05	0.008582125	43	Positive
Zm00001d028103	0.598400192	0.003345807	1.78E-05	0.008607362	36	Positive
Zm00001d053985	0.598445054	0.073668432	2.28E-05	0.008607993	NA	additive
Zm00001d014340	0.598640793	0.937899387	1.72E-05	0.008610813	NA	additive
Zm00001d046281	0.599271906	0.118170733	1.71E-05	0.008619864	NA	additive
Zm00001d006907	0.600420869	0.059815667	1.68E-05	0.008636341	NA	additive
Zm00001d008205	0.602036217	0.022740198	1.72E-05	0.008659506	NA	additive
Zm00001d030588	0.604442254	0.174768575	1.70E-05	0.00869401	NA	additive
Zm00001d018247	0.606360611	0.251562236	1.72E-05	0.008721519	NA	additive
Zm00001d007435	0.606553046	0.074361261	1.73E-05	0.008724279	32	Positive
Zm00001d012880	0.60711876	0.007566489	1.71E-05	0.008732391	NA	additive
Zm00001d011427	0.608152283	0.032116199	1.74E-05	0.008747212	81	Positive
Zm00001d017860	0.609771993	0.237666393	1.73E-05	0.008770438	NA	additive
Zm00001d013329	0.610539771	0.006856922	1.70E-05	0.008781447	NA	additive
Zm00001d015704	0.610611257	0.083204074	1.77E-05	0.008782472	NA	additive
