Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d032771	-14.12424853	2.05E-16	1.76E-05	-0.219677276	NA	additive
Zm00001d024631	-14.12052348	1.22E-21	1.70E-05	-0.219614698	NA	additive
Zm00001d044465	-14.11571502	1.52E-58	1.72E-05	-0.219533922	37	Negative
Zm00001d016477	-14.11540897	1.26E-65	1.70E-05	-0.219528781	NA	additive
Zm00001d053560	-14.10963026	2.80E-89	1.69E-05	-0.219431713	NA	additive
Zm00001d002402	-14.10306063	1.52E-30	1.69E-05	-0.219321368	84	Negative
Zm00001d008282	-14.10085789	2.00E-64	1.68E-05	-0.219284372	NA	additive
Zm00001d002478	-14.09716783	8.07E-43	1.70E-05	-0.219222398	60	Negative
Zm00001d047893	-14.09197964	6.31E-28	1.70E-05	-0.219135267	302	Negative
Zm00001d008727	-14.0898511	2.57E-58	1.69E-05	-0.219099522	241	Negative
Zm00001d018149	-14.08806235	1.68E-44	1.71E-05	-0.219069484	103	Negative
Zm00001d054074	-14.08792736	2.34E-09	2.03E-05	-0.219069857	NA	additive
Zm00001d017539	-14.08756609	1.27E-30	2.06E-05	-0.219063761	NA	additive
Zm00001d049273	-14.07813086	2.16E-52	1.69E-05	-0.218902717	44	Negative
Zm00001d003501	-14.0749102	2.56E-40	1.95E-05	-0.218848641	NA	additive
Zm00001d014659	-14.07355375	2.34E-31	1.72E-05	-0.218825866	53	Negative
Zm00001d017850	-14.07279141	2.03E-70	1.75E-05	-0.218813066	154	Negative
Zm00001d010819	-14.06929182	1.13E-39	1.70E-05	-0.21875431	NA	additive
Zm00001d051166	-14.05757658	7.95E-17	1.71E-05	-0.218557636	NA	additive
Zm00001d037724	-14.04869598	3.01E-17	1.76E-05	-0.218408567	NA	additive
Zm00001d000551	-14.04078836	5.42E-22	1.69E-05	-0.218275843	NA	additive
Zm00001d034175	-14.03510883	4.82E-08	1.77E-05	-0.218180524	183	Negative
Zm00001d002377	-14.0249547	7.99E-36	1.69E-05	-0.218010124	44	Negative
Zm00001d038558	-14.01522151	7.53E-58	1.71E-05	-0.217846807	93	Negative
Zm00001d051309	-14.01457922	1.80E-05	2.32E-05	-0.21783603	NA	additive
Zm00001d026559	-14.01449105	4.85E-22	1.70E-05	-0.217834551	302	Negative
Zm00001d020686	-14.00902744	2.98E-27	1.74E-05	-0.217742884	103	Negative
Zm00001d002836	-14.00651675	1.02E-53	1.74E-05	-0.217700763	57	Negative
Zm00001d005169	-14.00170292	8.97E-58	1.70E-05	-0.217620003	NA	additive
Zm00001d029371	-14.00151939	5.06E-18	1.71E-05	-0.217616924	114	Negative
Zm00001d028432	-13.99937577	3.57E-11	1.73E-05	-0.217580963	234	Negative
Zm00001d048333	-13.99834138	1.03E-18	1.72E-05	-0.217563638	129	Negative
Zm00001d047403	-13.98955054	7.93E-62	1.68E-05	-0.217416151	NA	additive
Zm00001d047020	-13.98054028	2.70E-59	1.71E-05	-0.217265025	112	Negative
Zm00001d030657	-13.98025824	7.05E-85	1.71E-05	-0.217260295	NA	additive
Zm00001d037747	-13.96354917	2.64E-29	1.68E-05	-0.216980083	NA	additive
Zm00001d023462	-13.95542864	2.96E-12	1.75E-05	-0.216843921	102	Negative
Zm00001d004812	-13.94986357	6.63E-72	1.69E-05	-0.216750615	33	Negative
Zm00001d022433	-13.94514468	3.90E-62	1.69E-05	-0.216671502	69	Negative
Zm00001d016438	-13.94252932	6.65E-43	1.73E-05	-0.216627656	38	Negative
Zm00001d042307	-13.94074044	3.07E-22	1.75E-05	-0.216597667	NA	additive
Zm00001d027978	-13.93882686	3.24E-09	2.02E-05	-0.216565761	NA	additive
Zm00001d054015	-13.93795717	9.18E-17	1.70E-05	-0.216551009	NA	additive
Zm00001d034859	-13.93529807	6.63E-60	1.70E-05	-0.216506434	52	Negative
Zm00001d053778	-13.92141037	1.36E-71	1.69E-05	-0.216273655	107	Negative
Zm00001d015198	-13.9159234	3.97E-11	1.85E-05	-0.216181695	NA	additive
Zm00001d013957	-13.9148729	3.54E-56	1.73E-05	-0.21616409	NA	additive
Zm00001d008726	-13.91046142	8.98E-40	1.68E-05	-0.21609016	35	Negative
Zm00001d052025	-13.90199627	1.16E-58	1.76E-05	-0.215948307	105	Negative
Zm00001d040107	-13.89307932	1.84E-72	1.81E-05	-0.215799018	NA	additive
Zm00001d012909	-13.88111792	2.24E-24	1.74E-05	-0.215598503	86	Negative
Zm00001d015515	-13.87944997	1.13E-23	1.73E-05	-0.215570561	230	Negative
Zm00001d037354	-13.876881	1.69E-80	1.69E-05	-0.215527526	NA	additive
Zm00001d019216	-13.87567415	2.84E-33	1.70E-05	-0.21550731	54	Negative
Zm00001d038063	-13.87114141	1.29E-46	1.69E-05	-0.215431383	NA	additive
Zm00001d040519	-13.86943939	2.05E-32	1.71E-05	-0.215402873	211	Negative
Zm00001d007884	-13.85801373	1.11E-110	1.71E-05	-0.215211505	162	Negative
Zm00001d011185	-13.84419329	4.31E-54	1.71E-05	-0.214980061	NA	additive
Zm00001d019895	-13.83851715	1.57E-20	1.72E-05	-0.214885016	71	Negative
Zm00001d000046	-13.81961057	1.40E-82	1.70E-05	-0.214568477	NA	additive
Zm00001d047442	-13.8185739	1.55E-26	1.69E-05	-0.214551123	71	Negative
Zm00001d047951	-13.80209412	1.34E-49	1.74E-05	-0.214275274	199	Negative
Zm00001d035775	-13.79756329	2.11E-43	1.69E-05	-0.214199444	151	Negative
Zm00001d038542	-13.78943604	7.80E-28	1.71E-05	-0.214063432	51	Negative
Zm00001d038719	-13.78926155	1.02E-22	1.70E-05	-0.214060512	NA	additive
Zm00001d020620	-13.78912072	6.38E-16	2.43E-05	-0.214058155	NA	additive
Zm00001d028447	-13.7841662	2.17E-24	1.79E-05	-0.213977247	NA	additive
Zm00001d012688	-13.78080633	1.08E-55	1.69E-05	-0.213919024	NA	additive
Zm00001d048802	-13.77606791	2.43E-38	1.70E-05	-0.213839739	275	Negative
Zm00001d004344	-13.77458612	0.226786773	2.45E-05	-0.213827344	121	Negative
Zm00001d016586	-13.77154242	1.38E-39	1.69E-05	-0.213764021	101	Negative
Zm00001d043838	-13.76993017	6.08E-35	1.78E-05	-0.213737047	NA	additive
Zm00001d050319	-13.76529528	3.49E-72	1.68E-05	-0.213659503	NA	additive
Zm00001d053223	-13.76028179	1.34E-117	1.69E-05	-0.213575631	169	Negative
Zm00001d013786	-13.74294226	8.06E-28	1.72E-05	-0.213285589	45	Negative
Zm00001d043207	-13.74265252	2.76E-75	1.68E-05	-0.213280743	NA	additive
Zm00001d035007	-13.73662658	5.53E-49	1.69E-05	-0.21317996	NA	additive
Zm00001d037586	-13.72778504	2.57E-118	1.68E-05	-0.213032098	NA	additive
Zm00001d036416	-13.71868738	2.55E-58	1.70E-05	-0.21287997	53	Negative
Zm00001d042108	-13.71302016	2.29E-06	1.73E-05	-0.212785213	193	Negative
Zm00001d047077	-13.70482357	1.07E-15	1.69E-05	-0.212648174	351	Negative
Zm00001d019534	-13.70263318	2.01E-71	1.69E-05	-0.212611556	125	Negative
Zm00001d037515	-13.69868274	5.16E-10	1.74E-05	-0.212545712	NA	additive
Zm00001d006882	-13.68303988	7.44E-06	1.76E-05	-0.212284038	125	Negative
Zm00001d018383	-13.67600722	1.67E-36	1.72E-05	-0.212166499	165	Negative
Zm00001d017374	-13.6536218	2.93E-30	1.72E-05	-0.21179243	NA	additive
Zm00001d035552	-13.65261834	1.62E-73	1.70E-05	-0.211775664	121	Negative
Zm00001d010271	-13.6401589	4.69E-41	1.68E-05	-0.211567506	153	Negative
Zm00001d023314	-13.62946942	9.79E-20	1.70E-05	-0.211388943	324	Negative
Zm00001d016483	-13.61826807	5.83E-40	1.70E-05	-0.211201852	59	Negative
Zm00001d030171	-13.61308181	2.35E-40	1.68E-05	-0.211115237	51	Negative
Zm00001d002364	-13.60869742	1.16E-09	1.74E-05	-0.211042018	58	Negative
Zm00001d035741	-13.59369286	1.04E-85	1.70E-05	-0.210791471	NA	additive
Zm00001d021457	-13.58438378	1.95E-16	1.88E-05	-0.210637298	NA	additive
Zm00001d049610	-13.58316417	7.05E-59	1.71E-05	-0.210615687	75	Negative
Zm00001d013933	-13.58082134	2.84E-22	1.72E-05	-0.210576575	NA	additive
Zm00001d042898	-13.56465127	8.62E-20	1.74E-05	-0.210306655	NA	additive
Zm00001d047397	-13.53771391	8.00E-32	1.72E-05	-0.209857113	NA	additive
Zm00001d049624	-13.53507137	6.95E-16	1.95E-05	-0.209813021	NA	additive
Zm00001d027721	-13.53484677	1.12E-87	1.69E-05	-0.209809273	NA	additive
Zm00001d051664	-13.53468695	1.18E-26	1.70E-05	-0.209806606	162	Negative
Zm00001d044691	-13.53094933	2.82E-45	1.68E-05	-0.209744245	NA	additive
Zm00001d050347	-13.52035214	2.05E-54	1.71E-05	-0.209567446	32	Negative
Zm00001d018868	-13.51922074	1.13E-42	1.71E-05	-0.209548572	103	Negative
Zm00001d025773	-13.51872015	1.36E-68	1.70E-05	-0.209540221	229	Negative
Zm00001d022188	-13.51461702	1.86E-43	1.75E-05	-0.209471797	40	Negative
Zm00001d022424	-13.51357652	1.34E-16	1.72E-05	-0.209454417	105	Negative
Zm00001d002490	-13.51266751	9.48E-21	1.72E-05	-0.209439253	97	Negative
Zm00001d031286	-13.48470646	7.27E-07	2.15E-05	-0.208972945	NA	additive
Zm00001d026572	-13.4708252	5.24E-23	1.78E-05	-0.208741451	NA	additive
Zm00001d018244	-13.45590741	8.83E-12	1.70E-05	-0.208492749	NA	additive
Zm00001d026454	-13.45205681	5.48E-05	1.88E-05	-0.208429565	NA	additive
Zm00001d052316	-13.44366744	3.30E-34	1.71E-05	-0.208288722	254	Negative
Zm00001d017000	-13.44123892	6.03E-95	1.69E-05	-0.208248245	NA	additive
Zm00001d050518	-13.43163333	7.99E-54	1.69E-05	-0.208088155	39	Negative
Zm00001d025445	-13.42525328	1.57E-67	1.69E-05	-0.207981833	NA	additive
Zm00001d046596	-13.41788896	1.06E-24	1.79E-05	-0.207859175	172	Negative
Zm00001d020171	-13.41095781	9.78E-16	1.81E-05	-0.207743631	43	Negative
Zm00001d044464	-13.40508667	9.91E-36	1.69E-05	-0.207645813	NA	additive
Zm00001d000204	-13.39944591	1.20E-52	1.73E-05	-0.207551839	NA	additive
Zm00001d010639	-13.39783176	9.83E-70	1.72E-05	-0.207524949	79	Negative
Zm00001d034143	-13.39175981	8.20E-14	1.78E-05	-0.20742386	NA	additive
Zm00001d018946	-13.39038874	2.62E-29	1.71E-05	-0.207400962	34	Negative
Zm00001d051511	-13.38992487	1.48E-36	1.71E-05	-0.207393235	61	Negative
Zm00001d049650	-13.3763183	2.55E-08	1.72E-05	-0.207166603	328	Negative
Zm00001d050748	-13.36987399	2.12E-05	2.25E-05	-0.207065052	NA	additive
Zm00001d038167	-13.35375563	3.31E-83	1.69E-05	-0.206790877	130	Negative
Zm00001d013310	-13.35124785	3.81E-87	1.69E-05	-0.206749122	NA	additive
Zm00001d053695	-13.34901029	2.45E-36	1.69E-05	-0.206711867	NA	additive
Zm00001d017994	-13.33628879	6.17E-28	1.78E-05	-0.206500107	NA	additive
Zm00001d048583	-13.32791596	8.29E-75	1.73E-05	-0.2063607	101	Negative
Zm00001d043573	-13.32704122	5.19E-27	1.71E-05	-0.20634614	165	Negative
Zm00001d019936	-13.30912662	4.03E-17	1.70E-05	-0.206047977	140	Negative
Zm00001d006566	-13.30552133	6.59E-29	1.99E-05	-0.205988001	NA	additive
Zm00001d000112	-13.29699965	7.32E-68	1.69E-05	-0.205846176	NA	additive
Zm00001d030676	-13.2961463	1.24E-30	1.67E-05	-0.205831977	NA	additive
Zm00001d052653	-13.2922484	4.74E-53	1.68E-05	-0.20576712	147	Negative
Zm00001d041352	-13.28606478	4.25E-55	1.71E-05	-0.205664237	83	Negative
Zm00001d020628	-13.26681089	9.73E-11	1.75E-05	-0.205343938	80	Negative
Zm00001d009938	-13.26579338	8.24E-29	1.71E-05	-0.205327013	127	Negative
Zm00001d011965	-13.23394302	1.64E-91	1.68E-05	-0.204797327	213	Negative
Zm00001d019361	-13.2310046	3.41E-56	1.71E-05	-0.204749674	NA	additive
Zm00001d045778	-13.22947973	1.31E-39	1.72E-05	-0.204723115	NA	additive
Zm00001d043422	-13.22134177	1.83E-12	1.72E-05	-0.204587816	131	Negative
Zm00001d013003	-13.22008465	1.75E-06	1.92E-05	-0.204567419	56	Negative
Zm00001d026368	-13.21166447	8.42E-44	1.72E-05	-0.204426939	72	Negative
Zm00001d015628	-13.19963276	6.22E-29	1.75E-05	-0.204226948	46	Negative
Zm00001d008666	-13.19710809	4.33E-28	1.72E-05	-0.204184996	NA	additive
Zm00001d024621	-13.18523975	3.82E-16	1.69E-05	-0.203987752	NA	additive
Zm00001d044646	-13.18185502	8.31E-64	1.72E-05	-0.203931498	139	Negative
Zm00001d025920	-13.17592957	4.73E-29	1.68E-05	-0.203833035	NA	additive
Zm00001d016363	-13.16912152	5.21E-50	1.70E-05	-0.203719915	NA	additive
Zm00001d003017	-13.16228747	2.76E-68	1.72E-05	-0.203606372	NA	additive
Zm00001d005343	-13.15830142	1.55E-67	1.70E-05	-0.20354015	102	Negative
Zm00001d019641	-13.15613221	4.70E-28	1.77E-05	-0.203504159	67	Negative
Zm00001d046919	-13.14345951	2.03E-22	1.71E-05	-0.203293604	200	Negative
Zm00001d005894	-13.14012582	8.74E-84	1.69E-05	-0.203238232	NA	additive
Zm00001d034510	-13.13723131	1.44E-19	1.72E-05	-0.203190156	221	Negative
Zm00001d006536	-13.13607362	2.89E-15	1.99E-05	-0.203170929	NA	additive
Zm00001d043845	-13.13057517	6.28E-42	1.70E-05	-0.20307961	264	Negative
Zm00001d017176	-13.12719757	2.17E-23	1.68E-05	-0.203023517	172	Negative
Zm00001d051052	-13.12399996	2.18E-52	1.69E-05	-0.202970415	115	Negative
Zm00001d021948	-13.12141663	2.64E-31	1.74E-05	-0.202927516	74	Negative
Zm00001d043175	-13.119723	2.81E-56	1.80E-05	-0.202899392	125	Negative
Zm00001d020395	-13.10761288	3.58E-13	1.73E-05	-0.202698311	82	Negative
Zm00001d018627	-13.10714586	5.27E-35	1.70E-05	-0.202690557	202	Negative
Zm00001d019002	-13.09887756	2.95E-11	1.72E-05	-0.202553283	NA	additive
Zm00001d016248	-13.09734018	2.49E-67	1.68E-05	-0.202527761	221	Negative
Zm00001d033273	-13.08588763	6.01E-41	1.69E-05	-0.202337646	108	Negative
Zm00001d006196	-13.08275729	2.19E-12	1.68E-05	-0.202285686	NA	additive
Zm00001d013359	-13.06786527	1.08E-37	1.72E-05	-0.202038785	NA	additive
Zm00001d014063	-13.05730965	3.53E-25	2.39E-05	-0.201863356	NA	additive
Zm00001d051056	-13.05489597	9.94E-51	1.68E-05	-0.201823305	193	Negative
Zm00001d000849	-13.04676346	2.41E-29	1.70E-05	-0.201688367	NA	additive
Zm00001d034469	-13.04369028	5.17E-16	2.16E-05	-0.201637924	NA	additive
Zm00001d036246	-13.04109315	8.65E-27	1.72E-05	-0.20159429	NA	additive
Zm00001d045204	-13.03495324	2.95E-14	1.73E-05	-0.201492629	46	Negative
Zm00001d006320	-13.03212794	9.76E-98	1.68E-05	-0.20144556	NA	additive
Zm00001d038226	-13.02046111	2.07E-22	1.69E-05	-0.201252034	56	Negative
Zm00001d016066	-13.01578873	4.03E-27	1.74E-05	-0.201174537	NA	additive
Zm00001d025263	-13.00837308	5.47E-61	1.70E-05	-0.201051549	45	Negative
Zm00001d033419	-13.00264871	2.47E-51	1.69E-05	-0.200956617	NA	additive
Zm00001d039907	-13.00236241	1.06E-13	1.70E-05	-0.20095187	NA	additive
Zm00001d020687	-13.00234542	3.50E-60	1.72E-05	-0.200951588	36	Negative
Zm00001d010056	-12.99553228	1.17E-54	1.69E-05	-0.200838609	99	Negative
Zm00001d010499	-12.99513924	1.05E-16	1.76E-05	-0.200832092	NA	additive
Zm00001d002762	-12.9853039	2.42E-30	1.72E-05	-0.200669013	111	Negative
Zm00001d042884	-12.97443851	2.57E-61	1.68E-05	-0.200488878	162	Negative
Zm00001d031545	-12.97301724	1.26E-32	1.70E-05	-0.200465316	52	Negative
Zm00001d043206	-12.9687844	2.76E-24	2.15E-05	-0.200395724	NA	additive
Zm00001d017612	-12.95789453	1.21E-12	1.73E-05	-0.20021464	NA	additive
Zm00001d020417	-12.95784259	3.67E-25	2.04E-05	-0.200213779	NA	additive
Zm00001d041959	-12.95584109	1.31E-05	2.12E-05	-0.200180606	36	Negative
Zm00001d028744	-12.95530899	8.90E-21	1.69E-05	-0.200171787	74	Negative
Zm00001d040561	-12.95374775	1.97E-28	1.72E-05	-0.200145911	153	Negative
Zm00001d022490	-12.95283818	8.75E-75	1.72E-05	-0.200130835	116	Negative
Zm00001d035710	-12.94479987	3.57E-14	2.18E-05	-0.199997654	53	Negative
Zm00001d006567	-12.92732815	1.81E-64	1.68E-05	-0.199708101	NA	additive
Zm00001d018613	-12.92589115	4.32E-92	1.73E-05	-0.199684292	130	Negative
Zm00001d015148	-12.91223897	2.33E-49	1.72E-05	-0.199458112	39	Negative
Zm00001d016557	-12.90823929	1.48E-23	1.70E-05	-0.199391855	90	Negative
Zm00001d053406	-12.90767148	1.14E-11	1.82E-05	-0.199383517	NA	additive
Zm00001d052475	-12.8966337	2.75E-21	1.72E-05	-0.199199619	193	Negative
Zm00001d033170	-12.89429446	5.93E-58	1.68E-05	-0.199160875	NA	additive
Zm00001d049984	-12.88988442	5.93E-13	1.78E-05	-0.199087835	NA	additive
Zm00001d045394	-12.88391019	2.40E-96	1.70E-05	-0.198988895	82	Negative
Zm00001d038080	-12.88067039	5.76E-13	2.45E-05	-0.198935242	NA	additive
Zm00001d033108	-12.88015254	5.53E-48	1.70E-05	-0.198926667	176	Negative
Zm00001d042624	-12.87896677	5.12E-35	1.69E-05	-0.198907031	NA	additive
Zm00001d029342	-12.87879044	8.27E-30	1.72E-05	-0.198904111	133	Negative
Zm00001d037150	-12.87609242	5.41E-82	1.69E-05	-0.198859433	NA	additive
Zm00001d017621	-12.87363777	1.86E-18	1.73E-05	-0.198818787	50	Negative
Zm00001d046554	-12.86848014	3.15E-89	1.70E-05	-0.198733386	97	Negative
Zm00001d013230	-12.85959572	4.81E-35	1.77E-05	-0.198586288	NA	additive
Zm00001d012199	-12.85805588	2.04E-53	1.69E-05	-0.198560795	102	Negative
Zm00001d038960	-12.83960337	1.39E-69	1.70E-05	-0.198255333	NA	additive
Zm00001d025825	-12.83823695	1.78E-18	2.17E-05	-0.198232716	NA	additive
Zm00001d031618	-12.82830917	5.90E-36	1.69E-05	-0.198068402	NA	additive
Zm00001d046510	-12.82690954	5.15E-23	1.70E-05	-0.198045238	102	Negative
Zm00001d010566	-12.80895259	4.13E-55	1.70E-05	-0.197748085	173	Negative
Zm00001d017459	-12.8041731	4.61E-58	1.69E-05	-0.197669004	NA	additive
Zm00001d041067	-12.80185133	5.15E-24	1.72E-05	-0.19763059	290	Negative
Zm00001d009627	-12.77579046	2.21E-79	1.74E-05	-0.197199477	82	Negative
Zm00001d025665	-12.77302831	2.85E-39	1.70E-05	-0.197153791	32	Negative
Zm00001d013451	-12.76396893	1.15E-53	1.69E-05	-0.197003961	NA	additive
Zm00001d030732	-12.76279512	3.93E-50	1.70E-05	-0.196984549	75	Negative
Zm00001d015121	-12.76013356	2.65E-87	1.68E-05	-0.196940534	NA	additive
Zm00001d053213	-12.7521628	2.59E-10	1.81E-05	-0.196813708	NA	additive
Zm00001d032777	-12.74950108	3.99E-15	2.29E-05	-0.196772372	NA	additive
Zm00001d044138	-12.74318832	0.000643988	1.81E-05	-0.19666097	97	Negative
Zm00001d049768	-12.73186998	4.21E-51	1.70E-05	-0.196473211	NA	additive
Zm00001d030152	-12.73168446	1.77E-62	1.72E-05	-0.196470145	NA	additive
Zm00001d044231	-12.73165017	1.09E-48	1.70E-05	-0.196469578	NA	additive
Zm00001d005920	-12.72966032	2.57E-34	1.70E-05	-0.196436682	172	Negative
Zm00001d003395	-12.72778494	2.46E-43	1.72E-05	-0.19640568	146	Negative
Zm00001d053967	-12.72735678	6.75E-46	1.70E-05	-0.196398602	NA	additive
Zm00001d019335	-12.7233359	2.15E-24	2.13E-05	-0.196332135	112	Negative
Zm00001d013025	-12.71776036	2.41E-36	1.70E-05	-0.196239974	NA	additive
Zm00001d028733	-12.71763197	1.61E-51	1.71E-05	-0.196237851	124	Negative
Zm00001d049277	-12.71499973	8.42E-32	1.73E-05	-0.196194344	NA	additive
Zm00001d034752	-12.71350697	7.78E-52	1.70E-05	-0.196169671	NA	additive
Zm00001d010965	-12.70704656	1.02E-25	1.86E-05	-0.196062939	NA	additive
Zm00001d053230	-12.68213409	1.87E-26	1.69E-05	-0.195651224	NA	additive
Zm00001d033981	-12.67985261	1.25E-33	1.71E-05	-0.195613529	270	Negative
Zm00001d003539	-12.6647678	1.40E-137	1.70E-05	-0.195364321	NA	additive
Zm00001d004086	-12.66336173	4.40E-60	1.72E-05	-0.195341094	43	Negative
Zm00001d036440	-12.6620855	5.79E-51	1.72E-05	-0.195320013	205	Negative
Zm00001d006342	-12.65467028	2.00E-68	1.71E-05	-0.195197529	66	Negative
Zm00001d029626	-12.65075325	1.60E-39	1.71E-05	-0.195132833	255	Negative
Zm00001d050920	-12.61873467	8.50E-40	1.69E-05	-0.194604098	111	Negative
Zm00001d041277	-12.61806371	2.82E-61	1.70E-05	-0.19459302	NA	additive
Zm00001d014203	-12.61345504	4.28E-82	1.70E-05	-0.194516932	89	Negative
Zm00001d004482	-12.61015704	6.81E-41	1.76E-05	-0.194462485	NA	additive
Zm00001d007766	-12.60952583	0.801998355	2.07E-05	-0.194452065	68	Negative
Zm00001d027703	-12.59409892	1.10E-38	1.70E-05	-0.194197411	NA	additive
Zm00001d007187	-12.58419433	5.54E-09	2.04E-05	-0.194033938	NA	additive
Zm00001d041375	-12.5706066	1.12E-29	1.76E-05	-0.193809706	NA	additive
Zm00001d012015	-12.5698462	7.80E-23	1.71E-05	-0.193797158	NA	additive
Zm00001d030627	-12.56946959	1.52E-35	1.75E-05	-0.193792532	NA	additive
Zm00001d038850	-12.56703619	2.75E-08	1.71E-05	-0.19375079	187	Negative
Zm00001d051288	-12.56278431	1.38E-36	1.70E-05	-0.193680634	NA	additive
Zm00001d018506	-12.55805508	2.07E-50	1.69E-05	-0.193602604	NA	additive
Zm00001d035634	-12.55739474	1.64E-20	1.68E-05	-0.19359171	244	Negative
Zm00001d053354	-12.55286479	1.21E-34	1.71E-05	-0.193516973	69	Negative
Zm00001d031510	-12.5476862	1.07E-12	1.74E-05	-0.19343154	NA	additive
Zm00001d006942	-12.53970431	1.08E-80	1.70E-05	-0.193299869	NA	additive
Zm00001d011477	-12.53638817	1.96E-11	1.87E-05	-0.193245191	NA	additive
Zm00001d026029	-12.53489066	1.57E-34	1.79E-05	-0.193220468	NA	additive
Zm00001d027976	-12.52638992	6.57E-101	1.69E-05	-0.193080259	NA	additive
Zm00001d046272	-12.524396	6.82E-20	1.90E-05	-0.193047374	NA	additive
Zm00001d041963	-12.51387538	2.08E-56	1.68E-05	-0.192873872	197	Negative
Zm00001d005935	-12.51336625	1.78E-38	1.69E-05	-0.192865477	NA	additive
Zm00001d026278	-12.51104172	6.50E-36	1.69E-05	-0.192827145	122	Negative
Zm00001d021303	-12.5098499	8.45E-36	1.70E-05	-0.192807492	NA	additive
Zm00001d032434	-12.50098931	5.34E-43	1.68E-05	-0.19266139	NA	additive
Zm00001d006165	-12.48287904	4.53E-29	1.69E-05	-0.192362816	NA	additive
Zm00001d018334	-12.48175114	4.70E-08	1.70E-05	-0.192344223	NA	additive
Zm00001d021387	-12.4754119	4.81E-55	1.74E-05	-0.192239728	NA	additive
Zm00001d011720	-12.47374296	2.77E-80	1.71E-05	-0.192212218	49	Negative
Zm00001d031278	-12.44926101	2.74E-24	1.68E-05	-0.191808739	NA	additive
Zm00001d021999	-12.44907804	2.70E-85	1.69E-05	-0.191805724	114	Negative
Zm00001d016909	-12.44593525	7.64E-11	1.86E-05	-0.191753937	NA	additive
Zm00001d013309	-12.44238917	1.13E-105	1.72E-05	-0.191695506	NA	additive
Zm00001d018636	-12.43513246	9.34E-50	1.71E-05	-0.191575942	66	Negative
Zm00001d053522	-12.43395533	1.17E-44	1.69E-05	-0.191556548	NA	additive
Zm00001d047055	-12.42491757	2.94E-16	2.18E-05	-0.191407661	NA	additive
Zm00001d052473	-12.41210989	2.70E-64	1.71E-05	-0.191196678	47	Negative
Zm00001d029505	-12.4055719	6.08E-12	1.73E-05	-0.191088992	44	Negative
Zm00001d027557	-12.40146364	1.42E-13	1.73E-05	-0.19102133	173	Negative
Zm00001d014196	-12.39992078	7.45E-30	1.68E-05	-0.19099592	NA	additive
Zm00001d039156	-12.39657858	1.89E-11	1.75E-05	-0.190940878	192	Negative
Zm00001d038780	-12.39615355	0.000689428	1.85E-05	-0.190934	NA	additive
Zm00001d050716	-12.37703846	6.41E-33	1.70E-05	-0.190619118	175	Negative
Zm00001d004079	-12.37692045	1.90E-06	1.81E-05	-0.190618679	NA	additive
Zm00001d052655	-12.37362093	5.02E-115	1.68E-05	-0.19056285	NA	additive
Zm00001d041982	-12.37189272	2.72E-32	1.74E-05	-0.190534397	83	Negative
Zm00001d007383	-12.36791078	3.50E-10	1.72E-05	-0.190468841	323	Negative
Zm00001d046925	-12.36201964	1.84E-32	1.71E-05	-0.190371857	264	Negative
Zm00001d046661	-12.36002742	8.87E-55	1.71E-05	-0.190339062	234	Negative
Zm00001d009023	-12.35482152	3.56E-86	1.69E-05	-0.190253367	NA	additive
